targets,inputs,length
yes, Q: A coin is heads up. Innis does not flip the coin.  Harlene does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Traig flips the coin.  Shadeed flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Gorgonio flips the coin.  Reva flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Ahmadou does not flip the coin.  Calvon flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Iliany flips the coin.  Bethesde does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Gladine does not flip the coin.  Daryanna flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Josean flips the coin.  Rodgersonjr does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Margueritte does not flip the coin.  Jo-el does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Remeka flips the coin.  Acasia flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Waldmann flips the coin.  Ishmaiah flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Sorel flips the coin.  Quintavious flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Urfeta does not flip the coin.  Kionia does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Gülnur flips the coin.  Rosilda flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Karletta flips the coin.  Shamekka flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Fehn does not flip the coin.  Hallbera does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Terttu does not flip the coin.  Rigby does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Barb flips the coin.  Haoyu does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Myiakya flips the coin.  Inetta flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Sheniya flips the coin.  Josephjames flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Abbagale flips the coin.  Quamon does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Khael flips the coin.  Lavin flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Mynika does not flip the coin.  Michirou flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Momin does not flip the coin.  Demastus flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Monarski flips the coin.  Otthart flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Dario flips the coin.  Lankton flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Rumyanka does not flip the coin.  Linneman flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Jeantoussaint does not flip the coin.  Mcguyverson flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Iziah flips the coin.  Salowitz flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Joyful does not flip the coin.  Rakhiya flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Trausti does not flip the coin.  Einberger flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Riggs flips the coin.  Danforth flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Dilin does not flip the coin.  Seppl does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Sasha flips the coin.  Rakyla does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Karola flips the coin.  Jahidi does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Habon flips the coin.  Yalani flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Paikea flips the coin.  Harmonei does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Averell flips the coin.  Taycen does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Aarshiya does not flip the coin.  Xarianna does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Prakrit does not flip the coin.  Sean does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Hediye does not flip the coin.  Jathusan flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Stiliani does not flip the coin.  Pree does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Seliah flips the coin.  Aveline does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Sorush flips the coin.  Rosie-anne flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Markul does not flip the coin.  Kimberly flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Lonzetta flips the coin.  Chapotin does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Athlene does not flip the coin.  Capriles does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Haricleea flips the coin.  Tremaya does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Anartz does not flip the coin.  Beke flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Aveleen does not flip the coin.  Brenan flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Kubo does not flip the coin.  Javonte does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Kveta does not flip the coin.  Earlean does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Avenlea does not flip the coin.  Eliese flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Silva-saez flips the coin.  Sazan does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Milaynah does not flip the coin.  Swade flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Heartlee flips the coin.  Merric flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Kamaljeet does not flip the coin.  Idlir does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Hawkie flips the coin.  Savastiţa does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Chereen does not flip the coin.  Dahquan flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Belynda does not flip the coin.  Phynn does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Lenoxx flips the coin.  Danoush flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Deepesh flips the coin.  Airron does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Urbino does not flip the coin.  Lashaon flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Zhi does not flip the coin.  Anasofia does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Denea does not flip the coin.  Arnoldas flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Salime flips the coin.  Cotrina flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Cohutta does not flip the coin.  Zenib flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Algarin flips the coin.  Langfordjr flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Chandre flips the coin.  Orlandra does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Jayree flips the coin.  Kardin flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Lakeyn flips the coin.  Veseljka does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Ambo flips the coin.  Emmytt flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Gustabo does not flip the coin.  Dustina does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Lallemand does not flip the coin.  Guy-martin flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Cozma flips the coin.  Mackerley flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Coreene flips the coin.  Fareedat does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Eurico does not flip the coin.  Dashyia flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Khalel does not flip the coin.  Miesha does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Aimiee flips the coin.  Agaath does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Buie flips the coin.  Eryana does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Ozlo flips the coin.  Nanae does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Agnar flips the coin.  Iraklis does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Bouffard does not flip the coin.  Yon does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Lorenzia does not flip the coin.  Tasheeka does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Avaah does not flip the coin.  Sarino flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Detrice does not flip the coin.  Rishith does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Karlise flips the coin.  Zaima does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Tysean does not flip the coin.  Fatu flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Taniyah flips the coin.  Lakasha does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Awin flips the coin.  Emilijan flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Labrador does not flip the coin.  Lurah flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Josmary flips the coin.  Pella flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Zumstein does not flip the coin.  Sabid does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Levona does not flip the coin.  Jossue does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Rejouis does not flip the coin.  Jaeleen does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Demosten flips the coin.  Lennox-james does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Carlo does not flip the coin.  Hammitt does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Egomar flips the coin.  Mijke does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Eftemie flips the coin.  Diemo does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Dayshun does not flip the coin.  Upasna flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Samanvi flips the coin.  Bendt does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Maryruth flips the coin.  Groschel flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Symara does not flip the coin.  Artesia flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Anaeli does not flip the coin.  Schellens does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Jayden-deep does not flip the coin.  Wynter flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Dymone flips the coin.  Naa'il does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Anguri does not flip the coin.  Basanti flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Shley does not flip the coin.  Surraya does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Iliah does not flip the coin.  Katija does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Crespi flips the coin.  Kalam flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Bellicia does not flip the coin.  Irmhild flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Aevin does not flip the coin.  Mareen does not flip the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Jarae does not flip the coin.  Berdeja flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Isael flips the coin.  Lavonna flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Weymon does not flip the coin.  Dannyel does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Candess flips the coin.  Mulaykah flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Tajuddin does not flip the coin.  Laconda flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Ivel flips the coin.  Samwise flips the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Mohad does not flip the coin.  Nethan does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Mitsuko flips the coin.  Massiesr flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Nathanyal flips the coin.  Yee does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Alger flips the coin.  Jaruka flips the coin.  Is the coin still heads up? ,2
no, Q: A coin is heads up. Naimat flips the coin.  Mayura does not flip the coin.  Is the coin still heads up? ,2
yes, Q: A coin is heads up. Hernandez-panzo does not flip the coin.  Shultz does not flip the coin.  Is the coin still heads up? ,2
